day,temp_mean,rh_mean,wind_mean,precip_sum
2025-09-07 00:00:00+00:00,22.84583333333333,46.25,6.9375,0.0
2025-09-08 00:00:00+00:00,22.462500000000002,47.625,8.7875,0.0
2025-09-09 00:00:00+00:00,,,,0.0
2025-09-10 00:00:00+00:00,,,,0.0
2025-09-11 00:00:00+00:00,,,,0.0
2025-09-12 00:00:00+00:00,,,,0.0
2025-09-13 00:00:00+00:00,,,,0.0
2025-09-14 00:00:00+00:00,,,,0.0
