latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,acq_datetime
41.41004,-7.52823,341.68,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,293.61,18.72,D,2025-09-13 13:12:00+00:00
41.41098,-7.52317,350.82,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,295.68,18.72,D,2025-09-13 13:12:00+00:00
41.38744,-7.57031,330.71,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,295.34,4.39,D,2025-09-13 13:12:00+00:00
41.39171,-7.52805,352.27,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,302.8,29.25,D,2025-09-13 13:12:00+00:00
41.38686,-7.55698,344.63,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,298.55,6.7,D,2025-09-13 13:12:00+00:00
36.76986,-5.94865,350.31,0.44,0.39,2025-09-13,1312,N,VIIRS,n,2.0NRT,311.58,9.86,D,2025-09-13 13:12:00+00:00
41.38592,-7.56206,349.72,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,306.45,22.69,D,2025-09-13 13:12:00+00:00
41.41251,-7.53462,333.2,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,288.81,5.42,D,2025-09-13 13:12:00+00:00
37.12368,-5.77042,336.67,0.43,0.38,2025-09-13,1312,N,VIIRS,l,2.0NRT,310.06,1.95,D,2025-09-13 13:12:00+00:00
37.39888,-5.28769,335.45,0.42,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,303.61,3.02,D,2025-09-13 13:12:00+00:00
37.54735,-5.94807,330.68,0.44,0.38,2025-09-13,1312,N,VIIRS,l,2.0NRT,303.08,2.17,D,2025-09-13 13:12:00+00:00
38.27833,-6.1459,331.74,0.43,0.38,2025-09-13,1312,N,VIIRS,l,2.0NRT,303.69,1.76,D,2025-09-13 13:12:00+00:00
38.27913,-6.16145,331.2,0.43,0.38,2025-09-13,1312,N,VIIRS,l,2.0NRT,303.22,1.79,D,2025-09-13 13:12:00+00:00
38.28168,-6.16738,340.95,0.43,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,301.95,3.25,D,2025-09-13 13:12:00+00:00
38.28177,-6.14696,345.21,0.43,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,302.09,1.76,D,2025-09-13 13:12:00+00:00
38.73217,-7.03429,333.69,0.46,0.39,2025-09-13,1312,N,VIIRS,n,2.0NRT,302.74,2.8,D,2025-09-13 13:12:00+00:00
41.38679,-7.55421,339.74,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,297.28,7.18,D,2025-09-13 13:12:00+00:00
40.31585,-3.77508,339.09,0.38,0.36,2025-09-13,1312,N,VIIRS,n,2.0NRT,302.45,2.02,D,2025-09-13 13:12:00+00:00
41.38084,-7.54975,348.7,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,295.56,6.88,D,2025-09-13 13:12:00+00:00
41.38234,-7.5583,355.09,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,297.76,26.37,D,2025-09-13 13:12:00+00:00
41.38243,-7.56108,347.84,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,294.82,22.69,D,2025-09-13 13:12:00+00:00
41.38337,-7.55596,344.4,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,297.28,6.7,D,2025-09-13 13:12:00+00:00
41.38405,-7.5722,329.91,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,292.23,2.23,D,2025-09-13 13:12:00+00:00
41.38427,-7.54803,349.03,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,295.1,7.18,D,2025-09-13 13:12:00+00:00
41.38432,-7.55082,336.8,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,295.15,6.7,D,2025-09-13 13:12:00+00:00
41.38527,-7.54566,336.5,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,290.86,4.56,D,2025-09-13 13:12:00+00:00
41.38583,-7.55931,350.06,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,303.09,26.37,D,2025-09-13 13:12:00+00:00
41.37989,-7.55492,351.66,0.44,0.38,2025-09-13,1312,N,VIIRS,n,2.0NRT,294.34,6.88,D,2025-09-13 13:12:00+00:00
41.92569,0.18197,335.49,0.47,0.4,2025-09-13,1312,N,VIIRS,n,2.0NRT,300.11,5.88,D,2025-09-13 13:12:00+00:00
