day,temp_mean,rh_mean,wind_mean,precip_sum
2025-09-07 00:00:00+00:00,25.7375,40.291666666666664,12.554166666666667,0.0
2025-09-08 00:00:00+00:00,24.183333333333334,46.25,8.679166666666667,0.0
2025-09-09 00:00:00+00:00,,,,0.0
2025-09-10 00:00:00+00:00,,,,0.0
2025-09-11 00:00:00+00:00,,,,0.0
2025-09-12 00:00:00+00:00,,,,0.0
2025-09-13 00:00:00+00:00,,,,0.0
2025-09-14 00:00:00+00:00,,,,0.0
