time_utc,temperature_2m,relative_humidity_2m,dew_point_2m,windspeed_10m,windgusts_10m,winddirection_10m,precipitation,surface_pressure,latitude,longitude,lat_round,lon_round,time_hour
2025-09-07 00:00:00+00:00,25.3,86.0,22.8,8.8,6.5,271.0,0.0,980.8,35.46,-0.4,35.5,-0.4,2025-09-07 00:00:00+00:00
2025-09-07 01:00:00+00:00,25.2,85.0,22.5,6.5,7.2,283.0,0.0,980.6,35.46,-0.4,35.5,-0.4,2025-09-07 01:00:00+00:00
2025-09-07 02:00:00+00:00,24.8,88.0,22.8,4.1,6.1,255.0,0.0,980.2,35.46,-0.4,35.5,-0.4,2025-09-07 02:00:00+00:00
2025-09-07 03:00:00+00:00,24.3,91.0,22.8,4.8,8.3,205.0,0.0,979.8,35.46,-0.4,35.5,-0.4,2025-09-07 03:00:00+00:00
2025-09-07 04:00:00+00:00,24.0,92.0,22.7,4.3,11.5,178.0,0.0,979.4,35.46,-0.4,35.5,-0.4,2025-09-07 04:00:00+00:00
2025-09-07 05:00:00+00:00,24.4,89.0,22.6,3.7,10.4,151.0,0.0,979.1,35.46,-0.4,35.5,-0.4,2025-09-07 05:00:00+00:00
2025-09-07 06:00:00+00:00,24.7,90.0,23.0,3.8,8.6,161.0,0.0,979.3,35.46,-0.4,35.5,-0.4,2025-09-07 06:00:00+00:00
2025-09-07 07:00:00+00:00,25.1,82.0,21.8,4.6,12.2,167.0,0.0,980.0,35.46,-0.4,35.5,-0.4,2025-09-07 07:00:00+00:00
2025-09-07 08:00:00+00:00,27.5,72.0,21.9,2.7,14.0,212.0,0.0,980.5,35.46,-0.4,35.5,-0.4,2025-09-07 08:00:00+00:00
2025-09-07 09:00:00+00:00,28.7,62.0,20.7,4.2,19.8,288.0,0.0,980.9,35.46,-0.4,35.5,-0.4,2025-09-07 09:00:00+00:00
2025-09-07 10:00:00+00:00,32.1,42.0,17.5,2.1,23.4,340.0,0.0,981.3,35.46,-0.4,35.5,-0.4,2025-09-07 10:00:00+00:00
2025-09-07 11:00:00+00:00,33.0,39.0,17.4,3.8,25.9,349.0,0.0,980.8,35.46,-0.4,35.5,-0.4,2025-09-07 11:00:00+00:00
2025-09-07 12:00:00+00:00,33.2,39.0,17.4,7.6,27.4,359.0,0.0,980.0,35.46,-0.4,35.5,-0.4,2025-09-07 12:00:00+00:00
2025-09-07 13:00:00+00:00,33.8,37.0,17.0,10.9,28.4,17.0,0.0,979.1,35.46,-0.4,35.5,-0.4,2025-09-07 13:00:00+00:00
2025-09-07 14:00:00+00:00,34.7,35.0,17.0,3.5,30.2,35.0,0.0,979.7,35.46,-0.4,35.5,-0.4,2025-09-07 14:00:00+00:00
2025-09-07 15:00:00+00:00,33.2,39.0,17.2,6.1,23.4,210.0,0.1,980.0,35.46,-0.4,35.5,-0.4,2025-09-07 15:00:00+00:00
2025-09-07 16:00:00+00:00,32.5,39.0,16.6,5.2,19.4,158.0,0.1,979.1,35.46,-0.4,35.5,-0.4,2025-09-07 16:00:00+00:00
2025-09-07 17:00:00+00:00,31.3,45.0,18.0,7.0,9.0,130.0,0.0,979.0,35.46,-0.4,35.5,-0.4,2025-09-07 17:00:00+00:00
2025-09-07 18:00:00+00:00,31.0,43.0,16.9,6.2,12.2,105.0,0.0,979.3,35.46,-0.4,35.5,-0.4,2025-09-07 18:00:00+00:00
2025-09-07 19:00:00+00:00,29.8,47.0,17.1,4.4,13.0,142.0,0.0,979.4,35.46,-0.4,35.5,-0.4,2025-09-07 19:00:00+00:00
2025-09-07 20:00:00+00:00,29.2,52.0,18.2,5.4,14.0,172.0,0.0,980.1,35.46,-0.4,35.5,-0.4,2025-09-07 20:00:00+00:00
2025-09-07 21:00:00+00:00,28.1,54.0,17.9,6.5,19.4,186.0,0.0,979.9,35.46,-0.4,35.5,-0.4,2025-09-07 21:00:00+00:00
2025-09-07 22:00:00+00:00,28.3,42.0,14.2,7.1,21.2,210.0,0.0,980.0,35.46,-0.4,35.5,-0.4,2025-09-07 22:00:00+00:00
2025-09-07 23:00:00+00:00,27.6,43.0,14.0,6.8,19.4,215.0,0.0,979.9,35.46,-0.4,35.5,-0.4,2025-09-07 23:00:00+00:00
