time_utc,temperature_2m,relative_humidity_2m,dew_point_2m,windspeed_10m,windgusts_10m,winddirection_10m,precipitation,surface_pressure,latitude,longitude,lat_round,lon_round,time_hour
2025-09-07 00:00:00+00:00,25.8,89.0,23.8,5.3,10.4,327.0,0.0,1016.0,36.97,-1.9,37.0,-1.9,2025-09-07 00:00:00+00:00
2025-09-07 01:00:00+00:00,25.9,87.0,23.6,4.5,12.6,323.0,0.0,1015.4,36.97,-1.9,37.0,-1.9,2025-09-07 01:00:00+00:00
2025-09-07 02:00:00+00:00,25.2,88.0,23.1,3.7,14.8,194.0,0.0,1015.2,36.97,-1.9,37.0,-1.9,2025-09-07 02:00:00+00:00
2025-09-07 03:00:00+00:00,25.2,88.0,23.1,5.1,14.4,186.0,0.0,1015.6,36.97,-1.9,37.0,-1.9,2025-09-07 03:00:00+00:00
2025-09-07 04:00:00+00:00,25.3,88.0,23.1,4.2,11.2,223.0,0.0,1015.5,36.97,-1.9,37.0,-1.9,2025-09-07 04:00:00+00:00
2025-09-07 05:00:00+00:00,25.4,87.0,23.1,5.0,8.6,251.0,0.0,1015.4,36.97,-1.9,37.0,-1.9,2025-09-07 05:00:00+00:00
2025-09-07 06:00:00+00:00,25.7,87.0,23.3,3.0,8.3,237.0,0.0,1015.5,36.97,-1.9,37.0,-1.9,2025-09-07 06:00:00+00:00
2025-09-07 07:00:00+00:00,25.8,88.0,23.6,1.0,6.8,158.0,0.0,1016.1,36.97,-1.9,37.0,-1.9,2025-09-07 07:00:00+00:00
2025-09-07 08:00:00+00:00,26.2,88.0,24.1,3.1,14.4,90.0,0.0,1016.1,36.97,-1.9,37.0,-1.9,2025-09-07 08:00:00+00:00
2025-09-07 09:00:00+00:00,26.3,84.0,23.4,4.9,17.3,107.0,0.0,1016.7,36.97,-1.9,37.0,-1.9,2025-09-07 09:00:00+00:00
2025-09-07 10:00:00+00:00,27.7,76.0,23.1,9.1,20.9,100.0,0.0,1017.0,36.97,-1.9,37.0,-1.9,2025-09-07 10:00:00+00:00
2025-09-07 11:00:00+00:00,28.6,74.0,23.5,11.2,25.6,108.0,0.0,1016.8,36.97,-1.9,37.0,-1.9,2025-09-07 11:00:00+00:00
2025-09-07 12:00:00+00:00,28.7,72.0,23.3,9.9,26.6,111.0,0.0,1016.8,36.97,-1.9,37.0,-1.9,2025-09-07 12:00:00+00:00
2025-09-07 13:00:00+00:00,29.4,69.0,23.1,7.9,23.4,111.0,0.0,1016.2,36.97,-1.9,37.0,-1.9,2025-09-07 13:00:00+00:00
2025-09-07 14:00:00+00:00,30.2,67.0,23.3,8.3,20.9,103.0,0.0,1015.5,36.97,-1.9,37.0,-1.9,2025-09-07 14:00:00+00:00
2025-09-07 15:00:00+00:00,30.7,66.0,23.5,7.4,20.9,122.0,0.0,1014.7,36.97,-1.9,37.0,-1.9,2025-09-07 15:00:00+00:00
2025-09-07 16:00:00+00:00,31.0,65.0,23.6,5.8,21.6,144.0,0.0,1014.5,36.97,-1.9,37.0,-1.9,2025-09-07 16:00:00+00:00
2025-09-07 17:00:00+00:00,29.8,70.0,23.9,4.2,17.3,187.0,0.0,1015.1,36.97,-1.9,37.0,-1.9,2025-09-07 17:00:00+00:00
