time_utc,temperature_2m,relative_humidity_2m,dew_point_2m,windspeed_10m,windgusts_10m,winddirection_10m,precipitation,surface_pressure,latitude,longitude,lat_round,lon_round,time_hour
2025-09-07 00:00:00+00:00,26.3,85.0,23.5,7.2,8.6,264.0,0.0,998.6,35.53,-0.28,35.5,-0.3,2025-09-07 00:00:00+00:00
2025-09-07 01:00:00+00:00,26.5,83.0,23.3,5.4,6.1,276.0,0.0,998.7,35.53,-0.28,35.5,-0.3,2025-09-07 01:00:00+00:00
2025-09-07 02:00:00+00:00,26.5,83.0,23.4,3.5,6.5,285.0,0.0,998.4,35.53,-0.28,35.5,-0.3,2025-09-07 02:00:00+00:00
2025-09-07 03:00:00+00:00,25.2,90.0,23.4,1.7,8.3,193.0,0.0,997.9,35.53,-0.28,35.5,-0.3,2025-09-07 03:00:00+00:00
2025-09-07 04:00:00+00:00,25.1,91.0,23.4,3.5,10.1,171.0,0.0,997.7,35.53,-0.28,35.5,-0.3,2025-09-07 04:00:00+00:00
2025-09-07 05:00:00+00:00,25.6,87.0,23.4,4.0,10.1,148.0,0.0,997.4,35.53,-0.28,35.5,-0.3,2025-09-07 05:00:00+00:00
2025-09-07 06:00:00+00:00,25.7,89.0,23.8,4.0,9.0,159.0,0.0,997.5,35.53,-0.28,35.5,-0.3,2025-09-07 06:00:00+00:00
2025-09-07 07:00:00+00:00,26.4,81.0,22.9,5.4,14.0,166.0,0.0,998.1,35.53,-0.28,35.5,-0.3,2025-09-07 07:00:00+00:00
2025-09-07 08:00:00+00:00,28.8,72.0,23.2,3.6,15.1,198.0,0.0,998.4,35.53,-0.28,35.5,-0.3,2025-09-07 08:00:00+00:00
2025-09-07 09:00:00+00:00,30.0,62.0,22.0,4.7,20.5,268.0,0.0,998.7,35.53,-0.28,35.5,-0.3,2025-09-07 09:00:00+00:00
2025-09-07 10:00:00+00:00,34.5,36.0,17.3,2.7,25.2,278.0,0.0,998.9,35.53,-0.28,35.5,-0.3,2025-09-07 10:00:00+00:00
