time_utc,temperature_2m,relative_humidity_2m,dew_point_2m,windspeed_10m,windgusts_10m,winddirection_10m,precipitation,surface_pressure,latitude,longitude,lat_round,lon_round,time_hour
2025-09-07 00:00:00+00:00,19.0,85.0,16.4,4.7,10.1,254.0,0.0,1000.7,37.1,-7.96,37.1,-8.0,2025-09-07 00:00:00+00:00
2025-09-07 01:00:00+00:00,18.4,88.0,16.3,6.4,10.8,262.0,0.0,1001.3,37.1,-7.96,37.1,-8.0,2025-09-07 01:00:00+00:00
2025-09-07 02:00:00+00:00,17.6,92.0,16.3,4.7,10.1,254.0,0.0,1000.7,37.1,-7.96,37.1,-8.0,2025-09-07 02:00:00+00:00
2025-09-07 03:00:00+00:00,17.7,93.0,16.5,7.5,12.2,281.0,0.0,1000.4,37.1,-7.96,37.1,-8.0,2025-09-07 03:00:00+00:00
2025-09-07 04:00:00+00:00,17.7,94.0,16.8,10.7,12.2,305.0,0.0,1000.4,37.1,-7.96,37.1,-8.0,2025-09-07 04:00:00+00:00
2025-09-07 05:00:00+00:00,17.9,94.0,16.9,8.7,6.8,322.0,0.0,1000.0,37.1,-7.96,37.1,-8.0,2025-09-07 05:00:00+00:00
2025-09-07 06:00:00+00:00,18.0,92.0,16.7,4.9,5.4,352.0,0.0,1000.3,37.1,-7.96,37.1,-8.0,2025-09-07 06:00:00+00:00
2025-09-07 07:00:00+00:00,18.6,90.0,16.8,4.3,9.7,22.0,0.0,1001.1,37.1,-7.96,37.1,-8.0,2025-09-07 07:00:00+00:00
2025-09-07 08:00:00+00:00,20.2,84.0,17.3,2.8,11.9,40.0,0.0,1001.9,37.1,-7.96,37.1,-8.0,2025-09-07 08:00:00+00:00
2025-09-07 09:00:00+00:00,22.7,76.0,18.2,1.5,10.4,97.0,0.0,1002.8,37.1,-7.96,37.1,-8.0,2025-09-07 09:00:00+00:00
2025-09-07 10:00:00+00:00,23.0,73.0,17.9,3.5,11.5,125.0,0.0,1003.1,37.1,-7.96,37.1,-8.0,2025-09-07 10:00:00+00:00
2025-09-07 11:00:00+00:00,24.1,70.0,18.4,5.1,15.8,172.0,0.0,1003.1,37.1,-7.96,37.1,-8.0,2025-09-07 11:00:00+00:00
2025-09-07 12:00:00+00:00,24.5,69.0,18.4,6.7,13.7,214.0,0.0,1003.4,37.1,-7.96,37.1,-8.0,2025-09-07 12:00:00+00:00
2025-09-07 13:00:00+00:00,25.3,65.0,18.2,6.6,18.0,229.0,0.0,1003.0,37.1,-7.96,37.1,-8.0,2025-09-07 13:00:00+00:00
2025-09-07 14:00:00+00:00,25.9,63.0,18.2,5.2,16.9,248.0,0.0,1002.5,37.1,-7.96,37.1,-8.0,2025-09-07 14:00:00+00:00
2025-09-07 15:00:00+00:00,26.3,61.0,18.2,9.2,18.7,273.0,0.0,1002.2,37.1,-7.96,37.1,-8.0,2025-09-07 15:00:00+00:00
