latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
48.38749,2.98126,295.18,0.41,0.37,2025-10-30,209,N,VIIRS,n,2.0NRT,282.11,0.55,N
48.98394,1.76028,316.96,0.39,0.36,2025-10-30,209,N,VIIRS,n,2.0NRT,283.24,1.46,N
35.31055,-1.34431,308.35,0.43,0.38,2025-10-30,211,N,VIIRS,n,2.0NRT,286.9,1.39,N
35.60235,-5.43236,298.69,0.39,0.36,2025-10-30,211,N,VIIRS,n,2.0NRT,287.09,0.38,N
36.12525,1.24071,301.26,0.53,0.42,2025-10-30,211,N,VIIRS,n,2.0NRT,286.31,2.14,N
36.12904,1.24192,315.49,0.53,0.42,2025-10-30,211,N,VIIRS,n,2.0NRT,289.01,2.14,N
37.75751,13.21264,314.01,0.66,0.73,2025-10-30,211,N,VIIRS,n,2.0NRT,284.74,2.93,N
37.75896,13.21587,297.24,0.66,0.73,2025-10-30,211,N,VIIRS,n,2.0NRT,284.17,1.66,N
37.76116,13.20902,305.52,0.66,0.73,2025-10-30,211,N,VIIRS,n,2.0NRT,284.68,2.55,N
38.37822,-6.48291,295.85,0.43,0.38,2025-10-30,211,N,VIIRS,n,2.0NRT,284.45,0.41,N
40.57701,0.53903,298.84,0.43,0.38,2025-10-30,211,N,VIIRS,n,2.0NRT,286.1,0.84,N
43.34431,-8.45955,304.1,0.38,0.43,2025-10-30,211,N,VIIRS,n,2.0NRT,282.41,0.89,N
63.31605,9.13799,301.75,0.4,0.6,2025-10-30,342,N,VIIRS,n,2.0NRT,275.88,1.16,N
63.3178,9.13767,299.96,0.4,0.6,2025-10-30,342,N,VIIRS,n,2.0NRT,278,1.9,N
63.3201,9.14675,299.74,0.4,0.6,2025-10-30,342,N,VIIRS,n,2.0NRT,274.15,1.16,N
60.77013,3.50323,317.05,0.38,0.59,2025-10-30,345,N,VIIRS,n,2.0NRT,280.05,0.94,N
60.77229,3.49743,313.04,0.38,0.59,2025-10-30,345,N,VIIRS,n,2.0NRT,280.27,1.29,N
60.77452,3.51011,296.63,0.38,0.59,2025-10-30,345,N,VIIRS,n,2.0NRT,279.89,0.94,N
60.77668,3.50432,297.24,0.38,0.59,2025-10-30,345,N,VIIRS,n,2.0NRT,280.08,1.29,N
64.35737,-21.78293,295.08,0.44,0.39,2025-10-30,345,N,VIIRS,n,2.0NRT,267.86,1.66,N
64.35839,-21.79193,301.23,0.44,0.39,2025-10-30,345,N,VIIRS,n,2.0NRT,267.08,1.4,N
64.35686,-21.78591,315.47,0.54,0.51,2025-10-30,523,N,VIIRS,n,2.0NRT,267.78,2.94,N
33.15768,44.7872,344.49,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,315.75,20.65,D
33.22272,44.76973,336.79,0.38,0.36,2025-10-30,1009,N,VIIRS,l,2.0NRT,307.7,7.91,D
33.32445,44.57029,337.12,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,309.95,3.43,D
33.47051,43.89329,338.45,0.39,0.36,2025-10-30,1009,N,VIIRS,l,2.0NRT,312.78,13.72,D
33.47202,35.55305,333.02,0.55,0.51,2025-10-30,1009,N,VIIRS,n,2.0NRT,299.9,3.41,D
33.87308,43.77988,336.58,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,309.3,1.34,D
33.87373,43.78402,338.72,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,309.72,3.17,D
33.87638,43.77913,341.04,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,310.09,2.57,D
33.87703,43.78328,341.73,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,311.35,4.12,D
33.92299,44.321,335.65,0.38,0.36,2025-10-30,1009,N,VIIRS,l,2.0NRT,308.99,16.48,D
33.94469,44.21788,341.41,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,311.29,5.29,D
33.94863,44.22128,339.78,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,309.46,4.56,D
33.95972,43.44635,335.57,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,306.26,1.81,D
34.38478,43.66735,335.37,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,307.63,2.13,D
34.38544,43.67152,337.2,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,308.43,2.67,D
34.42013,43.46516,336.12,0.39,0.36,2025-10-30,1009,N,VIIRS,l,2.0NRT,309.2,3.26,D
34.74169,44.99237,341.71,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,312.07,5.76,D
34.78297,44.53714,335.53,0.39,0.36,2025-10-30,1009,N,VIIRS,l,2.0NRT,310.19,1.4,D
34.85795,43.89545,336.5,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,308.06,2.46,D
34.8586,43.89963,335.95,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,306.41,2.46,D
34.86404,44.02385,345.39,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,313.13,9.79,D
34.89514,43.80478,367,0.38,0.36,2025-10-30,1009,N,VIIRS,l,2.0NRT,325.64,28.2,D
34.89579,43.80896,340.47,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,312.3,19.7,D
34.8977,43.80487,349.8,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,311.57,10.78,D
34.91121,43.43282,338.79,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,309.71,2.88,D
35.0202,43.49971,340.18,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,310.53,4.88,D
35.12312,44.82675,336.75,0.39,0.36,2025-10-30,1009,N,VIIRS,l,2.0NRT,309.13,5.36,D
35.24707,44.43056,345.75,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,314.54,17.29,D
35.29161,44.38585,339.12,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,311.71,4.49,D
35.38534,44.21844,338.32,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,311.27,3.2,D
35.45891,44.42067,339.69,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,311.05,4.83,D
35.52559,44.3456,347.25,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,313.4,9.09,D
35.52826,44.34064,342.83,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,312.14,7.03,D
35.53157,44.3399,346.35,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,312.32,7.03,D
35.53487,44.33916,336.67,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,309.72,4.26,D
35.59938,44.15432,339.88,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,307.83,3.55,D
35.63094,44.00816,344.79,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,307.41,21.33,D
35.66209,43.96611,343.62,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,314.09,7.74,D
35.67188,44.23491,340.45,0.39,0.36,2025-10-30,1009,N,VIIRS,l,2.0NRT,313.33,34.89,D
35.72402,44.04106,345.66,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,311.23,6.75,D
35.72998,44.03533,335.99,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,310.44,2.56,D
35.77169,43.99522,336.1,0.38,0.36,2025-10-30,1009,N,VIIRS,l,2.0NRT,310.09,3.21,D
35.81002,36.08979,349.83,0.46,0.47,2025-10-30,1009,N,VIIRS,n,2.0NRT,305.72,8.82,D
35.98073,43.76979,339.51,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,309.11,2.42,D
36.10956,43.78989,344.74,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,307.22,4.41,D
36.1102,43.7942,332.53,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,302.47,3.16,D
36.11703,37.38181,330.55,0.39,0.44,2025-10-30,1009,N,VIIRS,n,2.0NRT,302.42,1.83,D
36.1432,40.81726,336.57,0.42,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,305.62,1.73,D
36.14366,40.81459,335.03,0.42,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,304.73,2.28,D
36.19509,43.48491,342.91,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,307.81,2.65,D
36.29329,43.9728,335.99,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,309.22,1.66,D
36.30082,42.23389,344.94,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,306.63,6.35,D
36.42286,36.3703,342.24,0.43,0.46,2025-10-30,1009,N,VIIRS,n,2.0NRT,306.69,3.3,D
36.60944,38.88376,333.59,0.49,0.4,2025-10-30,1009,N,VIIRS,n,2.0NRT,303.24,3.04,D
36.70665,39.3916,334.9,0.47,0.4,2025-10-30,1009,N,VIIRS,n,2.0NRT,302.24,3.05,D
36.76378,38.64913,335.46,0.5,0.41,2025-10-30,1009,N,VIIRS,n,2.0NRT,303.07,8.16,D
36.77489,43.3262,347.79,0.38,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,311.63,6.09,D
36.7775,43.3264,336.04,0.38,0.36,2025-10-30,1009,N,VIIRS,l,2.0NRT,308.08,6.54,D
36.82866,39.04156,336.83,0.48,0.4,2025-10-30,1009,N,VIIRS,n,2.0NRT,302.18,14.14,D
36.90216,39.12606,333.86,0.48,0.4,2025-10-30,1009,N,VIIRS,n,2.0NRT,299.72,3.94,D
36.92235,40.20325,349.49,0.43,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,305.49,12.13,D
36.94028,42.17091,336.54,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,310.34,2.04,D
36.94397,40.16172,351.83,0.44,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,311.01,26.17,D
36.94782,42.13269,341.09,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,311.66,3.01,D
36.97825,35.77908,345.41,0.45,0.47,2025-10-30,1009,N,VIIRS,n,2.0NRT,305.71,4,D
36.98393,40.16071,336.21,0.44,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,301.94,3.83,D
37.05603,35.00104,340.41,0.49,0.49,2025-10-30,1009,N,VIIRS,n,2.0NRT,306.71,4.42,D
37.05874,35.00295,341.77,0.49,0.49,2025-10-30,1009,N,VIIRS,n,2.0NRT,308.22,5.34,D
37.08258,39.46491,343.62,0.46,0.39,2025-10-30,1009,N,VIIRS,n,2.0NRT,304.94,3.43,D
37.23577,39.03543,332,0.47,0.4,2025-10-30,1009,N,VIIRS,n,2.0NRT,301.19,3.4,D
37.24405,37.02014,341.46,0.39,0.44,2025-10-30,1009,N,VIIRS,n,2.0NRT,306.45,5.01,D
37.24493,37.02433,335.02,0.39,0.44,2025-10-30,1009,N,VIIRS,n,2.0NRT,305.12,5.01,D
37.2507,44.42762,344.33,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,301.81,7.38,D
37.27474,37.0872,346.91,0.38,0.43,2025-10-30,1009,N,VIIRS,n,2.0NRT,308.92,3.6,D
37.29601,41.37938,339.22,0.4,0.37,2025-10-30,1009,N,VIIRS,n,2.0NRT,302.07,2.2,D
37.29677,41.3839,335,0.4,0.37,2025-10-30,1009,N,VIIRS,n,2.0NRT,300.71,2.06,D
37.29964,39.3088,333.29,0.46,0.39,2025-10-30,1009,N,VIIRS,n,2.0NRT,302.59,3.07,D
37.3417,40.80582,337.32,0.41,0.37,2025-10-30,1009,N,VIIRS,n,2.0NRT,302.13,3.46,D
37.38245,40.47419,330,0.42,0.38,2025-10-30,1009,N,VIIRS,l,2.0NRT,302.62,4.84,D
37.39426,35.92509,339.72,0.43,0.46,2025-10-30,1009,N,VIIRS,n,2.0NRT,306.14,4.07,D
37.41563,37.00736,334.15,0.38,0.44,2025-10-30,1009,N,VIIRS,n,2.0NRT,306.18,1.24,D
37.50172,40.32096,336.89,0.43,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,297.36,4.25,D
37.5055,37.03714,331.22,0.57,0.43,2025-10-30,1009,N,VIIRS,n,2.0NRT,299.99,3.41,D
37.50692,37.03485,333.97,0.57,0.43,2025-10-30,1009,N,VIIRS,n,2.0NRT,302.42,2.76,D
37.5322,41.30047,352.29,0.4,0.37,2025-10-30,1009,N,VIIRS,n,2.0NRT,302.61,6.95,D
37.54916,41.13195,341.72,0.41,0.37,2025-10-30,1009,N,VIIRS,n,2.0NRT,300.46,3.42,D
37.59811,41.37777,336.96,0.4,0.37,2025-10-30,1009,N,VIIRS,n,2.0NRT,303.59,1.69,D
37.6768,39.89837,348.73,0.44,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,302.57,12.52,D
37.68282,38.77983,337.33,0.48,0.4,2025-10-30,1009,N,VIIRS,n,2.0NRT,311.83,11.34,D
37.68384,38.78512,335.2,0.48,0.4,2025-10-30,1009,N,VIIRS,n,2.0NRT,309.23,8.36,D
37.68798,39.40683,335.02,0.45,0.39,2025-10-30,1009,N,VIIRS,n,2.0NRT,300.06,4.33,D
37.69678,39.33419,341.19,0.46,0.39,2025-10-30,1009,N,VIIRS,n,2.0NRT,301.01,2.73,D
37.73462,40.17819,335.81,0.43,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,304.18,5.36,D
37.73547,40.18296,332.73,0.43,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,302.7,5.36,D
37.74064,40.17145,342.52,0.43,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,298.89,2.08,D
37.75718,38.57796,330.5,0.49,0.4,2025-10-30,1009,N,VIIRS,l,2.0NRT,301.09,1.48,D
37.79199,38.11315,331.42,0.51,0.41,2025-10-30,1009,N,VIIRS,l,2.0NRT,305.17,2.76,D
37.91594,40.271,338.23,0.42,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,301.05,1.3,D
37.92638,41.76842,341.48,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,304.56,1.78,D
37.93454,41.73381,341.38,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,303.05,2.48,D
37.95091,41.75851,333.9,0.39,0.36,2025-10-30,1009,N,VIIRS,n,2.0NRT,302.51,3.04,D
38.03212,40.1096,330.46,0.43,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,301.99,2.37,D
38.07502,40.08718,335.7,0.43,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,301.21,4.68,D
38.09013,39.98362,340.57,0.43,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,301.41,4.77,D
38.13073,40.04805,328.86,0.43,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,301,1.78,D
38.14616,40.01324,344.63,0.43,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,299.57,4.01,D
38.15735,40.01518,341.59,0.43,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,298.52,2.05,D
38.18388,40.97397,337.46,0.4,0.37,2025-10-30,1009,N,VIIRS,n,2.0NRT,297.86,2.65,D
38.18398,41.41158,335.95,0.4,0.37,2025-10-30,1009,N,VIIRS,n,2.0NRT,301.88,0.93,D
38.1854,39.56665,336.72,0.44,0.38,2025-10-30,1009,N,VIIRS,n,2.0NRT,301.36,1.9,D
38.33227,40.56887,339.42,0.41,0.37,2025-10-30,1009,N,VIIRS,n,2.0NRT,299.34,2.79,D
38.53391,44.89606,330.22,0.4,0.37,2025-10-30,1009,N,VIIRS,n,2.0NRT,292.64,2.54,D
37.97807,29.47018,336.84,0.45,0.63,2025-10-30,1011,N,VIIRS,n,2.0NRT,299.17,2.49,D
37.97927,29.47087,326.52,0.45,0.63,2025-10-30,1011,N,VIIRS,l,2.0NRT,297.68,1.54,D
38.35123,34.76495,331.78,0.47,0.48,2025-10-30,1011,N,VIIRS,n,2.0NRT,299.44,6.59,D
38.37078,36.96099,326.41,0.56,0.43,2025-10-30,1011,N,VIIRS,n,2.0NRT,299.68,2.65,D
38.41779,32.32631,342.44,0.63,0.54,2025-10-30,1011,N,VIIRS,n,2.0NRT,300.07,13.14,D
38.418,32.32531,340.92,0.63,0.54,2025-10-30,1011,N,VIIRS,n,2.0NRT,299.18,19.43,D
38.60718,39.73751,339.56,0.43,0.38,2025-10-30,1011,N,VIIRS,n,2.0NRT,300.26,3.25,D
38.65932,39.86556,348.41,0.43,0.38,2025-10-30,1011,N,VIIRS,n,2.0NRT,295.48,3.75,D
38.67557,39.81514,350.79,0.43,0.38,2025-10-30,1011,N,VIIRS,n,2.0NRT,299.72,6.94,D
38.70634,39.79877,347.3,0.43,0.38,2025-10-30,1011,N,VIIRS,n,2.0NRT,295.63,3.57,D
38.79066,39.86572,355.14,0.42,0.38,2025-10-30,1011,N,VIIRS,n,2.0NRT,299.2,6.39,D
38.79151,39.87048,336.18,0.42,0.38,2025-10-30,1011,N,VIIRS,n,2.0NRT,296.28,6.39,D
38.8213,40.68632,338.03,0.41,0.37,2025-10-30,1011,N,VIIRS,n,2.0NRT,293.19,2.07,D
38.82209,40.69094,339.45,0.4,0.37,2025-10-30,1011,N,VIIRS,n,2.0NRT,293.13,2.07,D
38.82802,40.68441,344.72,0.41,0.37,2025-10-30,1011,N,VIIRS,n,2.0NRT,294.19,6.52,D
38.8296,40.6937,347.77,0.4,0.37,2025-10-30,1011,N,VIIRS,n,2.0NRT,296.28,6.12,D
38.91272,40.74527,346.57,0.4,0.37,2025-10-30,1011,N,VIIRS,n,2.0NRT,295.14,7.38,D
39.27396,40.36765,336.74,0.41,0.37,2025-10-30,1011,N,VIIRS,n,2.0NRT,288.33,2.57,D
39.86856,37.80156,337.05,0.48,0.4,2025-10-30,1011,N,VIIRS,n,2.0NRT,291.43,3.81,D
40.04641,41.20506,335.05,0.39,0.36,2025-10-30,1011,N,VIIRS,n,2.0NRT,288.61,1.76,D
40.49082,44.90111,331.3,0.42,0.37,2025-10-30,1011,N,VIIRS,n,2.0NRT,289.27,5.56,D
40.92655,42.65869,330.78,0.39,0.36,2025-10-30,1011,N,VIIRS,n,2.0NRT,288.88,1.92,D
41.24095,36.46478,337.78,0.52,0.41,2025-10-30,1011,N,VIIRS,n,2.0NRT,298.07,11.6,D
41.24299,36.46578,345.12,0.52,0.41,2025-10-30,1011,N,VIIRS,n,2.0NRT,296.68,10.94,D
41.34914,44.84217,336.11,0.42,0.38,2025-10-30,1011,N,VIIRS,n,2.0NRT,295.96,7.03,D
52.34134,39.4456,334.96,0.4,0.37,2025-10-30,1011,N,VIIRS,n,2.0NRT,281.59,4.8,D
52.55783,39.61797,333.28,0.4,0.37,2025-10-30,1011,N,VIIRS,n,2.0NRT,283.28,9.93,D
52.55899,39.57471,336.21,0.4,0.37,2025-10-30,1011,N,VIIRS,n,2.0NRT,282.08,4.09,D
45.25616,31.67213,328.98,0.46,0.47,2025-10-30,1013,N,VIIRS,n,2.0NRT,285.39,4.69,D
45.2575,31.67774,337.99,0.46,0.47,2025-10-30,1013,N,VIIRS,n,2.0NRT,286.5,4.69,D
46.5222,39.00632,338.75,0.39,0.36,2025-10-30,1013,N,VIIRS,n,2.0NRT,288.5,6.2,D
46.52548,39.00519,334.62,0.39,0.36,2025-10-30,1013,N,VIIRS,n,2.0NRT,284.64,6.2,D
46.61644,38.0882,293.14,0.4,0.37,2025-10-30,1013,N,VIIRS,l,2.0NRT,293.6,20.08,D
46.61732,38.09331,332.33,0.4,0.37,2025-10-30,1013,N,VIIRS,n,2.0NRT,292.39,23.63,D
46.85054,39.58375,338.6,0.38,0.36,2025-10-30,1013,N,VIIRS,n,2.0NRT,290.61,4.46,D
46.85382,39.58265,333.3,0.38,0.36,2025-10-30,1013,N,VIIRS,n,2.0NRT,288.47,4.09,D
47.86944,35.1639,339.89,0.45,0.39,2025-10-30,1013,N,VIIRS,n,2.0NRT,289.25,6.5,D
47.87637,35.16089,328.71,0.45,0.39,2025-10-30,1013,N,VIIRS,n,2.0NRT,284.12,8.65,D
48.21442,38.24821,328.19,0.39,0.36,2025-10-30,1013,N,VIIRS,n,2.0NRT,282.16,2.71,D
51.89102,29.34323,342.78,0.39,0.44,2025-10-30,1013,N,VIIRS,n,2.0NRT,280.17,4.16,D
54.03791,41.24002,335.17,0.44,0.38,2025-10-30,1013,N,VIIRS,n,2.0NRT,279.4,3.16,D
35.19858,33.65919,344.69,0.62,0.71,2025-10-30,1149,N,VIIRS,n,2.0NRT,297.8,4.18,D
35.92024,7.46061,338.03,0.34,0.56,2025-10-30,1149,N,VIIRS,n,2.0NRT,294.63,2.06,D
36.74614,6.25831,367,0.38,0.58,2025-10-30,1149,N,VIIRS,h,2.0NRT,292.15,8.61,D
36.86711,6.98465,341.63,0.34,0.56,2025-10-30,1149,N,VIIRS,n,2.0NRT,294.82,3.92,D
37.68571,27.36481,339.96,0.58,0.52,2025-10-30,1149,N,VIIRS,n,2.0NRT,300.31,8.2,D
37.95619,29.49176,337.74,0.38,0.59,2025-10-30,1149,N,VIIRS,n,2.0NRT,300.98,2.88,D
38.02287,29.49731,349.76,0.38,0.59,2025-10-30,1149,N,VIIRS,n,2.0NRT,301.97,5.11,D
38.02837,29.49687,335.35,0.38,0.59,2025-10-30,1149,N,VIIRS,n,2.0NRT,299.65,2.59,D
39.02674,17.08504,329.1,0.38,0.36,2025-10-30,1149,N,VIIRS,n,2.0NRT,294.47,3.59,D
39.08583,27.00988,334.34,0.57,0.52,2025-10-30,1149,N,VIIRS,n,2.0NRT,293.58,3.06,D
39.09434,17.08264,328.28,0.38,0.36,2025-10-30,1149,N,VIIRS,n,2.0NRT,295.78,1.1,D
39.50566,21.659,331.29,0.48,0.4,2025-10-30,1149,N,VIIRS,n,2.0NRT,292.18,3.82,D
39.54636,22.53814,325.43,0.52,0.42,2025-10-30,1149,N,VIIRS,n,2.0NRT,298.35,1.91,D
40.37931,16.76056,332.14,0.38,0.36,2025-10-30,1149,N,VIIRS,n,2.0NRT,294.18,2.17,D
40.39697,16.74187,333.38,0.38,0.36,2025-10-30,1149,N,VIIRS,n,2.0NRT,292.36,2.96,D
40.67563,17.4174,329.36,0.39,0.36,2025-10-30,1149,N,VIIRS,n,2.0NRT,291.62,2.25,D
38.19417,-0.75816,325.54,0.77,0.77,2025-10-30,1151,N,VIIRS,n,2.0NRT,289.12,2.11,D
41.01133,15.58324,336.04,0.39,0.36,2025-10-30,1151,N,VIIRS,n,2.0NRT,290.41,4.76,D
41.45516,-1.4097,333.17,0.66,0.73,2025-10-30,1151,N,VIIRS,n,2.0NRT,288.57,5.44,D
41.45606,-1.41196,327.21,0.66,0.73,2025-10-30,1151,N,VIIRS,n,2.0NRT,288.11,3.22,D
41.88973,20.57969,339.45,0.46,0.39,2025-10-30,1151,N,VIIRS,n,2.0NRT,282.91,5.94,D
41.89334,20.57895,331.9,0.46,0.39,2025-10-30,1151,N,VIIRS,n,2.0NRT,279.26,4.23,D
42.04871,2.88997,325.09,0.4,0.6,2025-10-30,1151,N,VIIRS,n,2.0NRT,290.8,3.44,D
42.18219,3.06877,326.97,0.39,0.59,2025-10-30,1151,N,VIIRS,n,2.0NRT,290.18,2.52,D
42.52057,21.09507,326.84,0.49,0.4,2025-10-30,1151,N,VIIRS,n,2.0NRT,288.68,1.66,D
42.78727,20.5965,325.39,0.47,0.4,2025-10-30,1151,N,VIIRS,n,2.0NRT,292.12,2.57,D
43.07924,2.64776,345.12,0.38,0.59,2025-10-30,1151,N,VIIRS,n,2.0NRT,294.69,4.27,D
43.87477,25.66578,325.96,0.54,0.51,2025-10-30,1151,N,VIIRS,n,2.0NRT,294.86,2.47,D
44.28397,23.14108,330.01,0.42,0.45,2025-10-30,1151,N,VIIRS,n,2.0NRT,293.32,3.24,D
44.45091,21.05864,333.15,0.51,0.41,2025-10-30,1151,N,VIIRS,n,2.0NRT,292.71,3.88,D
44.53827,25.69151,351.04,0.55,0.51,2025-10-30,1151,N,VIIRS,n,2.0NRT,295.8,9.67,D
45.14809,27.00178,341.78,0.33,0.55,2025-10-30,1151,N,VIIRS,n,2.0NRT,291.38,2.93,D
45.45568,7.8723,339.36,0.39,0.44,2025-10-30,1151,N,VIIRS,n,2.0NRT,285.97,5.19,D
46.57342,21.61026,332.7,0.57,0.43,2025-10-30,1151,N,VIIRS,n,2.0NRT,283.58,4.19,D
49.35886,6.75015,329.01,0.53,0.42,2025-10-30,1153,N,VIIRS,n,2.0NRT,291.98,4.6,D
51.16602,3.81558,338.41,0.41,0.45,2025-10-30,1153,N,VIIRS,n,2.0NRT,284.72,5.54,D
51.16734,3.82116,339.54,0.41,0.45,2025-10-30,1153,N,VIIRS,n,2.0NRT,286.44,5.54,D
51.17384,3.81089,352.99,0.41,0.45,2025-10-30,1153,N,VIIRS,n,2.0NRT,292.01,8.67,D
52.15289,10.4023,345.29,0.39,0.36,2025-10-30,1153,N,VIIRS,n,2.0NRT,287.84,4.36,D
52.15712,10.40644,328.63,0.39,0.36,2025-10-30,1153,N,VIIRS,n,2.0NRT,284.4,4.36,D
54.34146,-0.8974,325.2,0.49,0.49,2025-10-30,1155,N,VIIRS,n,2.0NRT,277.73,2.99,D
54.40578,-0.78699,330.31,0.49,0.48,2025-10-30,1155,N,VIIRS,n,2.0NRT,277.46,2.73,D
54.83051,11.98824,345.04,0.39,0.36,2025-10-30,1155,N,VIIRS,n,2.0NRT,280.51,9.71,D
54.83137,11.99419,334.56,0.39,0.36,2025-10-30,1155,N,VIIRS,n,2.0NRT,270.09,9.71,D
54.83377,11.98681,349.29,0.39,0.36,2025-10-30,1155,N,VIIRS,n,2.0NRT,273.95,9.71,D
54.83465,11.99276,336.86,0.39,0.36,2025-10-30,1155,N,VIIRS,n,2.0NRT,270.52,9.71,D
55.84183,-2.09851,325.08,0.49,0.48,2025-10-30,1155,N,VIIRS,n,2.0NRT,279.05,3.26,D
63.91098,11.48465,332.57,0.45,0.39,2025-10-30,1157,N,VIIRS,n,2.0NRT,270.91,3.16,D
35.80999,-0.25463,356.53,0.42,0.45,2025-10-30,1331,N,VIIRS,n,2.0NRT,298.11,8.02,D
35.81018,-0.25352,354.29,0.42,0.45,2025-10-30,1331,N,VIIRS,n,2.0NRT,297.29,7.39,D
35.81723,-0.26866,354.39,0.42,0.45,2025-10-30,1331,N,VIIRS,n,2.0NRT,296.21,10.58,D
38.19396,-0.75417,338.97,0.42,0.45,2025-10-30,1331,N,VIIRS,n,2.0NRT,294.24,32.35,D
38.19769,-0.75963,331.54,0.42,0.45,2025-10-30,1331,N,VIIRS,n,2.0NRT,296.1,3.62,D
38.28588,-1.60456,326.34,0.57,0.43,2025-10-30,1331,N,VIIRS,l,2.0NRT,297.66,2.48,D
38.28643,-1.59906,327.46,0.38,0.43,2025-10-30,1331,N,VIIRS,n,2.0NRT,296.81,3.13,D
41.45683,-1.41211,336.85,0.42,0.46,2025-10-30,1331,N,VIIRS,n,2.0NRT,292.01,2.17,D
43.33444,2.73366,328.73,0.36,0.57,2025-10-30,1331,N,VIIRS,n,2.0NRT,294.08,3.49,D
43.33976,2.73272,351.22,0.36,0.57,2025-10-30,1331,N,VIIRS,n,2.0NRT,294,3.49,D
43.80091,4.72624,337.8,0.45,0.63,2025-10-30,1333,N,VIIRS,n,2.0NRT,290.43,2.97,D
43.81877,4.14246,327.16,0.42,0.61,2025-10-30,1333,N,VIIRS,n,2.0NRT,290.85,2.91,D
51.17541,3.81228,326.2,0.45,0.63,2025-10-30,1336,N,VIIRS,n,2.0NRT,270.01,2.97,D
