latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
65.56554,22.22137,309.49,0.5,0.41,2025-10-29,39,N,VIIRS,n,2.0NRT,265.27,3.17,N
52.53342,39.6285,307.96,0.4,0.6,2025-10-29,41,N,VIIRS,n,2.0NRT,272.96,3.25,N
52.53835,39.63289,345.29,0.4,0.6,2025-10-29,41,N,VIIRS,n,2.0NRT,274.81,3.25,N
52.54007,39.62757,309.79,0.39,0.6,2025-10-29,41,N,VIIRS,n,2.0NRT,271.18,5.87,N
52.54813,39.64139,308,0.39,0.6,2025-10-29,41,N,VIIRS,n,2.0NRT,272.37,1.57,N
52.54821,39.6416,311.32,0.4,0.6,2025-10-29,41,N,VIIRS,n,2.0NRT,272.22,1.86,N
52.55681,39.61493,308.72,0.39,0.6,2025-10-29,41,N,VIIRS,n,2.0NRT,259.51,0.92,N
52.55684,39.61485,303.35,0.39,0.6,2025-10-29,41,N,VIIRS,n,2.0NRT,260.07,1.29,N
52.55719,39.57453,296.51,0.39,0.6,2025-10-29,41,N,VIIRS,n,2.0NRT,263.39,0.83,N
54.72717,41.75164,306.37,0.39,0.59,2025-10-29,41,N,VIIRS,n,2.0NRT,275,1.7,N
57.06346,9.97718,319.59,0.32,0.55,2025-10-29,41,N,VIIRS,n,2.0NRT,279.63,1.89,N
58.66805,17.13306,307.52,0.56,0.43,2025-10-29,41,N,VIIRS,n,2.0NRT,275.61,1.23,N
58.66841,17.1386,295.38,0.56,0.43,2025-10-29,41,N,VIIRS,n,2.0NRT,277.02,1.2,N
58.66922,17.12896,302.99,0.56,0.43,2025-10-29,41,N,VIIRS,n,2.0NRT,275.31,1.2,N
58.67201,17.13432,308.68,0.56,0.43,2025-10-29,41,N,VIIRS,n,2.0NRT,275.66,1.76,N
58.67236,17.13986,297.16,0.56,0.43,2025-10-29,41,N,VIIRS,n,2.0NRT,278.15,1.5,N
59.12524,9.6173,308.97,0.34,0.56,2025-10-29,41,N,VIIRS,n,2.0NRT,273.51,1.3,N
59.385,28.46339,298.22,0.39,0.36,2025-10-29,41,N,VIIRS,n,2.0NRT,267.5,0.85,N
47.78902,28.95295,305.65,0.42,0.45,2025-10-29,43,N,VIIRS,n,2.0NRT,276.12,1.23,N
47.86325,33.44844,296.78,0.32,0.54,2025-10-29,43,N,VIIRS,n,2.0NRT,276.56,0.69,N
47.86693,35.1491,295.93,0.38,0.58,2025-10-29,43,N,VIIRS,n,2.0NRT,279.35,1.44,N
47.86907,35.16191,343.68,0.38,0.58,2025-10-29,43,N,VIIRS,n,2.0NRT,281.42,5.52,N
47.87265,35.16996,307.13,0.38,0.58,2025-10-29,43,N,VIIRS,n,2.0NRT,276.75,2.28,N
47.87836,35.19096,319.13,0.38,0.59,2025-10-29,43,N,VIIRS,n,2.0NRT,277.85,2.39,N
48.51997,34.62996,296.83,0.34,0.56,2025-10-29,43,N,VIIRS,n,2.0NRT,276.87,0.37,N
48.53185,34.64832,300.11,0.34,0.56,2025-10-29,43,N,VIIRS,n,2.0NRT,276.41,0.97,N
48.59889,21.17801,311.55,0.38,0.36,2025-10-29,43,N,VIIRS,n,2.0NRT,277.74,1.5,N
48.60542,21.1804,315.51,0.38,0.36,2025-10-29,43,N,VIIRS,n,2.0NRT,278.59,1.35,N
48.60704,21.19187,295.96,0.38,0.36,2025-10-29,43,N,VIIRS,n,2.0NRT,281.09,0.7,N
48.60869,21.18159,315.41,0.38,0.36,2025-10-29,43,N,VIIRS,n,2.0NRT,280.04,1.35,N
48.60952,21.17644,296.62,0.38,0.36,2025-10-29,43,N,VIIRS,n,2.0NRT,278.01,1.35,N
48.61113,21.18792,297.3,0.38,0.36,2025-10-29,43,N,VIIRS,n,2.0NRT,279.33,0.98,N
48.61522,21.18397,295.71,0.38,0.36,2025-10-29,43,N,VIIRS,n,2.0NRT,278.33,0.91,N
50.04085,18.48302,297.47,0.41,0.37,2025-10-29,43,N,VIIRS,n,2.0NRT,279.28,0.59,N
50.34305,18.87033,295.14,0.41,0.37,2025-10-29,43,N,VIIRS,n,2.0NRT,278.94,0.32,N
50.41544,18.1448,295.25,0.42,0.38,2025-10-29,43,N,VIIRS,n,2.0NRT,279.82,1.41,N
50.5339,17.97575,313.47,0.43,0.38,2025-10-29,43,N,VIIRS,n,2.0NRT,281.1,2.09,N
51.03079,2.27132,305.06,0.62,0.71,2025-10-29,43,N,VIIRS,n,2.0NRT,269.64,2.93,N
51.0309,2.28068,316.06,0.62,0.71,2025-10-29,43,N,VIIRS,n,2.0NRT,269.13,2.93,N
51.13755,37.93094,297.29,0.38,0.59,2025-10-29,43,N,VIIRS,n,2.0NRT,275.16,0.77,N
51.1391,23.55314,299.95,0.39,0.36,2025-10-29,43,N,VIIRS,n,2.0NRT,278.6,1.05,N
51.13911,37.92599,297.65,0.38,0.59,2025-10-29,43,N,VIIRS,n,2.0NRT,275.04,0.77,N
51.1425,37.93479,297.33,0.38,0.59,2025-10-29,43,N,VIIRS,n,2.0NRT,274.78,0.63,N
51.14406,37.92982,299.02,0.38,0.59,2025-10-29,43,N,VIIRS,n,2.0NRT,275.37,0.63,N
51.1761,16.10939,317.53,0.49,0.41,2025-10-29,43,N,VIIRS,n,2.0NRT,279.18,1.73,N
51.36295,10.48213,295.28,0.55,0.51,2025-10-29,43,N,VIIRS,n,2.0NRT,278.18,0.56,N
51.48081,6.72113,303.54,0.4,0.6,2025-10-29,43,N,VIIRS,n,2.0NRT,276.29,0.93,N
51.48095,6.71518,302.42,0.4,0.6,2025-10-29,43,N,VIIRS,n,2.0NRT,276.19,1.05,N
51.48108,6.70922,299.51,0.4,0.6,2025-10-29,43,N,VIIRS,n,2.0NRT,275.68,1.05,N
51.48672,6.70965,318.18,0.4,0.6,2025-10-29,43,N,VIIRS,n,2.0NRT,280.67,2.11,N
51.48686,6.70358,305.88,0.4,0.6,2025-10-29,43,N,VIIRS,n,2.0NRT,279.18,2.32,N
51.4918,6.73395,305.85,0.4,0.6,2025-10-29,43,N,VIIRS,n,2.0NRT,279.17,1.28,N
51.49729,6.74035,297.56,0.4,0.6,2025-10-29,43,N,VIIRS,n,2.0NRT,280.57,1.01,N
51.5032,6.72862,297.85,0.4,0.6,2025-10-29,43,N,VIIRS,n,2.0NRT,280.57,1.74,N
52.17319,14.6149,306.38,0.57,0.43,2025-10-29,43,N,VIIRS,n,2.0NRT,280.03,1.86,N
52.1735,14.61411,304.99,0.57,0.43,2025-10-29,43,N,VIIRS,n,2.0NRT,280.19,1.21,N
52.31692,10.2521,296.6,0.58,0.52,2025-10-29,43,N,VIIRS,n,2.0NRT,277.77,0.42,N
53.13409,8.68004,310.56,0.34,0.56,2025-10-29,43,N,VIIRS,n,2.0NRT,280.05,0.94,N
53.13428,8.67476,297.64,0.34,0.56,2025-10-29,43,N,VIIRS,n,2.0NRT,279.71,0.94,N
53.13951,8.67535,315.41,0.34,0.56,2025-10-29,43,N,VIIRS,n,2.0NRT,280.06,1.25,N
37.89903,30.49228,297.37,0.45,0.63,2025-10-29,45,N,VIIRS,n,2.0NRT,282.31,1.09,N
38.73478,26.94773,299.42,0.56,0.51,2025-10-29,45,N,VIIRS,n,2.0NRT,284.18,0.65,N
38.7384,26.94942,301.33,0.56,0.51,2025-10-29,45,N,VIIRS,n,2.0NRT,285.28,1.89,N
38.75312,26.93476,312.6,0.56,0.51,2025-10-29,45,N,VIIRS,n,2.0NRT,284.13,1.88,N
39.091,27.51344,296.37,0.58,0.52,2025-10-29,45,N,VIIRS,n,2.0NRT,281.2,0.57,N
39.11421,27.52357,299.88,0.58,0.52,2025-10-29,45,N,VIIRS,n,2.0NRT,281.37,0.75,N
39.48468,30.03889,305.49,0.38,0.59,2025-10-29,45,N,VIIRS,n,2.0NRT,279.13,1.21,N
39.86523,26.24326,308.54,0.48,0.48,2025-10-29,45,N,VIIRS,n,2.0NRT,284.51,1.81,N
40.76858,29.52557,296.14,0.33,0.56,2025-10-29,45,N,VIIRS,n,2.0NRT,285.96,1.21,N
40.78197,29.59921,295.26,0.34,0.56,2025-10-29,45,N,VIIRS,n,2.0NRT,285.17,0.98,N
41.0194,28.554,297.67,0.59,0.53,2025-10-29,45,N,VIIRS,n,2.0NRT,280.67,1.4,N
41.02092,28.55513,300.84,0.59,0.53,2025-10-29,45,N,VIIRS,n,2.0NRT,281.83,1.24,N
41.25432,31.41467,306.26,0.4,0.6,2025-10-29,45,N,VIIRS,n,2.0NRT,282.7,1.84,N
41.25563,31.41012,318.86,0.4,0.6,2025-10-29,45,N,VIIRS,n,2.0NRT,283.2,1.84,N
41.25586,31.41408,328.46,0.4,0.6,2025-10-29,45,N,VIIRS,n,2.0NRT,283.8,2.63,N
41.2688,31.4271,309.8,0.4,0.6,2025-10-29,45,N,VIIRS,n,2.0NRT,280.41,0.73,N
41.50191,19.74545,311.47,0.39,0.36,2025-10-29,45,N,VIIRS,n,2.0NRT,283.14,1.05,N
42.0082,12.71574,296.47,0.53,0.42,2025-10-29,45,N,VIIRS,n,2.0NRT,283.18,0.76,N
42.07505,12.41722,305.96,0.54,0.42,2025-10-29,45,N,VIIRS,n,2.0NRT,283.01,2.38,N
42.71238,24.17189,305.82,0.51,0.41,2025-10-29,45,N,VIIRS,n,2.0NRT,273.03,2.01,N
42.71609,24.17316,328.74,0.51,0.41,2025-10-29,45,N,VIIRS,n,2.0NRT,276.52,5.31,N
43.23363,27.59295,295.49,0.47,0.48,2025-10-29,45,N,VIIRS,n,2.0NRT,278.57,0.57,N
43.44038,4.88093,307.64,0.44,0.62,2025-10-29,45,N,VIIRS,n,2.0NRT,283.73,1.22,N
43.44056,4.87533,297.78,0.44,0.62,2025-10-29,45,N,VIIRS,n,2.0NRT,283.83,1.41,N
43.54243,16.44242,297.8,0.41,0.37,2025-10-29,45,N,VIIRS,n,2.0NRT,282.38,0.22,N
43.79577,7.37231,296.08,0.33,0.55,2025-10-29,45,N,VIIRS,n,2.0NRT,282.87,0.47,N
44.00993,19.88809,296.2,0.39,0.36,2025-10-29,45,N,VIIRS,n,2.0NRT,273.49,0.74,N
44.52797,18.52509,295.46,0.39,0.36,2025-10-29,45,N,VIIRS,n,2.0NRT,277.2,0.52,N
44.60402,20.96748,295.2,0.39,0.36,2025-10-29,45,N,VIIRS,n,2.0NRT,277.9,0.56,N
44.77023,33.86121,295.06,0.41,0.61,2025-10-29,45,N,VIIRS,n,2.0NRT,275.62,0.79,N
44.77238,33.86104,308.03,0.41,0.61,2025-10-29,45,N,VIIRS,n,2.0NRT,277.43,1.43,N
44.86444,13.83018,296.88,0.51,0.41,2025-10-29,45,N,VIIRS,n,2.0NRT,285.04,0.87,N
44.86656,13.8303,297.09,0.51,0.41,2025-10-29,45,N,VIIRS,n,2.0NRT,286.88,0.98,N
45.12307,25.41483,304.91,0.52,0.41,2025-10-29,45,N,VIIRS,n,2.0NRT,274.9,1.22,N
45.25586,31.67057,313.04,0.64,0.54,2025-10-29,45,N,VIIRS,n,2.0NRT,284.75,2.89,N
45.25953,31.6728,346.71,0.63,0.54,2025-10-29,45,N,VIIRS,n,2.0NRT,286.58,12.23,N
45.2606,31.67319,343.03,0.64,0.54,2025-10-29,45,N,VIIRS,n,2.0NRT,286.79,10.23,N
45.35547,30.90665,311.65,0.58,0.52,2025-10-29,45,N,VIIRS,n,2.0NRT,285.06,1.77,N
45.35739,30.89954,314.53,0.58,0.52,2025-10-29,45,N,VIIRS,n,2.0NRT,285.58,2.66,N
45.35812,30.90144,326.81,0.58,0.52,2025-10-29,45,N,VIIRS,n,2.0NRT,285.84,4.63,N
45.37649,30.92608,311.89,0.58,0.52,2025-10-29,45,N,VIIRS,n,2.0NRT,285.49,1.4,N
45.38225,11.94725,298.28,0.41,0.45,2025-10-29,45,N,VIIRS,n,2.0NRT,281.84,1.3,N
45.38282,11.94987,299.06,0.41,0.45,2025-10-29,45,N,VIIRS,n,2.0NRT,282.03,0.62,N
45.4517,18.03652,299.79,0.39,0.36,2025-10-29,45,N,VIIRS,n,2.0NRT,279.62,0.5,N
45.95464,22.86918,298.3,0.42,0.37,2025-10-29,45,N,VIIRS,n,2.0NRT,275.6,0.71,N
47.06984,8.26714,299.77,0.32,0.54,2025-10-29,45,N,VIIRS,n,2.0NRT,277.38,0.91,N
48.27313,14.32384,295.16,0.53,0.42,2025-10-29,45,N,VIIRS,n,2.0NRT,278.23,0.99,N
48.27557,14.33915,345.81,0.53,0.42,2025-10-29,45,N,VIIRS,n,2.0NRT,285.58,4.31,N
48.27628,14.33194,303.13,0.53,0.42,2025-10-29,45,N,VIIRS,n,2.0NRT,281.07,3.73,N
48.27943,14.34002,295.02,0.53,0.42,2025-10-29,45,N,VIIRS,n,2.0NRT,280.64,4.31,N
48.51123,10.85597,300.42,0.5,0.49,2025-10-29,45,N,VIIRS,n,2.0NRT,275.92,1.52,N
48.65356,10.1611,295.47,0.54,0.51,2025-10-29,45,N,VIIRS,n,2.0NRT,277.46,0.6,N
35.77528,9.89101,301.83,0.4,0.45,2025-10-29,48,N,VIIRS,n,2.0NRT,288.06,1.05,N
35.77767,9.88909,298.95,0.41,0.45,2025-10-29,48,N,VIIRS,n,2.0NRT,287.69,0.91,N
35.87901,4.44306,296.37,0.41,0.6,2025-10-29,48,N,VIIRS,n,2.0NRT,276.45,0.95,N
35.88157,4.44418,297.51,0.41,0.6,2025-10-29,48,N,VIIRS,n,2.0NRT,276.67,0.95,N
36.05436,5.86815,310.78,0.34,0.56,2025-10-29,48,N,VIIRS,n,2.0NRT,276.61,0.78,N
36.3331,5.47982,299.6,0.36,0.57,2025-10-29,48,N,VIIRS,n,2.0NRT,283.24,0.68,N
36.37848,6.87678,305.29,0.6,0.53,2025-10-29,48,N,VIIRS,n,2.0NRT,279.58,1.51,N
36.43306,6.62199,301.27,0.62,0.54,2025-10-29,48,N,VIIRS,n,2.0NRT,284.88,1.99,N
36.4749,2.75291,302.62,0.51,0.66,2025-10-29,48,N,VIIRS,n,2.0NRT,287.35,1.47,N
36.47515,2.74698,305.36,0.51,0.66,2025-10-29,48,N,VIIRS,n,2.0NRT,287.62,1.94,N
36.63174,3.23031,307.34,0.48,0.65,2025-10-29,48,N,VIIRS,n,2.0NRT,287.73,1.09,N
36.68403,3.84657,297.89,0.44,0.63,2025-10-29,48,N,VIIRS,n,2.0NRT,283.63,0.67,N
36.73676,5.97189,301.53,0.34,0.56,2025-10-29,48,N,VIIRS,n,2.0NRT,271.06,3.29,N
36.74139,5.97453,351.67,0.34,0.56,2025-10-29,48,N,VIIRS,n,2.0NRT,275.47,4.98,N
36.74164,5.97767,298,0.34,0.56,2025-10-29,48,N,VIIRS,n,2.0NRT,272.24,2.46,N
36.74171,5.96985,340.76,0.34,0.56,2025-10-29,48,N,VIIRS,n,2.0NRT,276.22,4.98,N
36.74193,5.97308,367,0.34,0.56,2025-10-29,48,N,VIIRS,h,2.0NRT,278.36,3.29,N
36.74224,5.96829,304.23,0.34,0.56,2025-10-29,48,N,VIIRS,n,2.0NRT,276.05,3.29,N
36.74446,6.25313,318.07,0.33,0.55,2025-10-29,48,N,VIIRS,n,2.0NRT,286.64,1.14,N
36.74471,6.24941,305.76,0.33,0.55,2025-10-29,48,N,VIIRS,n,2.0NRT,291.72,1.14,N
36.74863,3.08133,297.07,0.49,0.65,2025-10-29,48,N,VIIRS,n,2.0NRT,286.89,0.79,N
36.74934,6.25742,295.75,0.33,0.55,2025-10-29,48,N,VIIRS,n,2.0NRT,285.75,1.83,N
36.7496,6.2537,354.7,0.33,0.55,2025-10-29,48,N,VIIRS,n,2.0NRT,289.28,5.17,N
36.75959,7.3084,295.82,0.57,0.52,2025-10-29,48,N,VIIRS,n,2.0NRT,285.36,1.06,N
36.76138,7.30926,310.15,0.57,0.52,2025-10-29,48,N,VIIRS,n,2.0NRT,286.63,1.2,N
36.76442,7.309,302.91,0.57,0.52,2025-10-29,48,N,VIIRS,n,2.0NRT,286.84,1.06,N
36.77663,10.20028,302.65,0.4,0.44,2025-10-29,48,N,VIIRS,n,2.0NRT,288.3,0.79,N
36.86849,6.97796,312.08,0.6,0.53,2025-10-29,48,N,VIIRS,n,2.0NRT,289.83,2.17,N
36.86955,6.97948,306.15,0.6,0.53,2025-10-29,48,N,VIIRS,n,2.0NRT,288.22,1.65,N
37.12224,15.21809,302.47,0.4,0.37,2025-10-29,48,N,VIIRS,n,2.0NRT,291.77,0.87,N
37.19407,15.18117,298.46,0.4,0.37,2025-10-29,48,N,VIIRS,n,2.0NRT,287.77,0.39,N
37.4391,15.02825,316.59,0.4,0.37,2025-10-29,48,N,VIIRS,n,2.0NRT,285.45,1.13,N
37.7544,14.99647,329.5,0.4,0.37,2025-10-29,48,N,VIIRS,n,2.0NRT,274.32,4.49,N
38.20411,15.26831,301.22,0.4,0.37,2025-10-29,48,N,VIIRS,n,2.0NRT,290.9,1.9,N
38.37583,24.06333,298.78,0.41,0.45,2025-10-29,48,N,VIIRS,n,2.0NRT,286.13,0.65,N
38.42819,27.2184,297.43,0.59,0.53,2025-10-29,48,N,VIIRS,n,2.0NRT,285.87,0.4,N
38.79501,15.20928,328.12,0.4,0.37,2025-10-29,48,N,VIIRS,n,2.0NRT,286.47,2.1,N
39.30892,9.10604,337.43,0.49,0.48,2025-10-29,48,N,VIIRS,n,2.0NRT,284.82,3.8,N
39.35367,22.98268,298.83,0.52,0.42,2025-10-29,48,N,VIIRS,n,2.0NRT,286.78,1.33,N
40.50136,17.21812,304.81,0.39,0.36,2025-10-29,48,N,VIIRS,n,2.0NRT,286,1.01,N
40.50466,17.21898,301.26,0.39,0.36,2025-10-29,48,N,VIIRS,n,2.0NRT,286.52,0.64,N
40.50534,17.21445,299.03,0.39,0.36,2025-10-29,48,N,VIIRS,n,2.0NRT,287.03,0.64,N
40.50603,17.20993,297.17,0.39,0.36,2025-10-29,48,N,VIIRS,n,2.0NRT,285.08,0.94,N
40.51662,17.20799,304.08,0.39,0.36,2025-10-29,48,N,VIIRS,n,2.0NRT,285.49,1.02,N
40.51993,17.20885,299.36,0.39,0.36,2025-10-29,48,N,VIIRS,n,2.0NRT,285.95,0.73,N
33.12473,3.31656,311.38,0.45,0.63,2025-10-29,50,N,VIIRS,n,2.0NRT,279.28,1.63,N
33.12499,3.31164,295.06,0.45,0.63,2025-10-29,50,N,VIIRS,n,2.0NRT,278.91,0.96,N
33.12556,3.32,300.55,0.44,0.63,2025-10-29,50,N,VIIRS,n,2.0NRT,279.2,1.32,N
33.12587,3.31509,311.28,0.45,0.63,2025-10-29,50,N,VIIRS,n,2.0NRT,279.62,2.07,N
33.86153,12.05832,330.58,0.46,0.39,2025-10-29,50,N,VIIRS,n,2.0NRT,295.17,1.93,N
33.89144,12.60357,327.5,0.44,0.38,2025-10-29,50,N,VIIRS,n,2.0NRT,294.15,3.19,N
33.92149,12.67735,327.69,0.44,0.38,2025-10-29,50,N,VIIRS,n,2.0NRT,294.12,2.63,N
34.75702,9.76592,316.29,0.4,0.44,2025-10-29,50,N,VIIRS,n,2.0NRT,285.54,1.41,N
34.75748,9.76153,311.4,0.4,0.44,2025-10-29,50,N,VIIRS,n,2.0NRT,285.15,1.96,N
34.76158,9.76217,295.71,0.4,0.44,2025-10-29,50,N,VIIRS,n,2.0NRT,284.69,0.32,N
34.98051,5.71643,305.22,0.34,0.56,2025-10-29,50,N,VIIRS,n,2.0NRT,290.06,1.01,N
34.9808,5.7126,307.56,0.34,0.56,2025-10-29,50,N,VIIRS,n,2.0NRT,290.54,1.01,N
34.98096,5.71458,315.65,0.34,0.56,2025-10-29,50,N,VIIRS,n,2.0NRT,291.72,1.88,N
35.03611,10.07762,296.96,0.39,0.44,2025-10-29,50,N,VIIRS,n,2.0NRT,284.78,0.28,N
35.09629,5.64666,300.19,0.34,0.56,2025-10-29,50,N,VIIRS,n,2.0NRT,287.41,0.79,N
35.23465,8.17104,298.5,0.49,0.49,2025-10-29,50,N,VIIRS,n,2.0NRT,279.28,1.08,N
35.35152,5.75876,297.72,0.34,0.56,2025-10-29,50,N,VIIRS,n,2.0NRT,282.14,1.02,N
58.35711,12.37902,337.8,0.43,0.46,2025-10-29,221,N,VIIRS,n,2.0NRT,274.71,5.51,N
60.85774,1.465,301.02,0.39,0.36,2025-10-29,221,N,VIIRS,n,2.0NRT,278.88,0.51,N
50.34248,19.33316,297.23,0.72,0.76,2025-10-29,224,N,VIIRS,n,2.0NRT,278.04,1.67,N
51.17328,16.10886,300.95,0.52,0.67,2025-10-29,224,N,VIIRS,n,2.0NRT,277.46,1.06,N
51.17332,16.11277,301.25,0.52,0.67,2025-10-29,224,N,VIIRS,n,2.0NRT,277.59,1.2,N
51.17578,16.10577,296.58,0.52,0.67,2025-10-29,224,N,VIIRS,n,2.0NRT,277.56,1.43,N
51.17882,16.1135,301.82,0.52,0.67,2025-10-29,224,N,VIIRS,n,2.0NRT,277.11,1.01,N
51.27136,11.65946,295.6,0.35,0.57,2025-10-29,224,N,VIIRS,n,2.0NRT,275.52,0.48,N
52.14951,10.39946,316.17,0.58,0.52,2025-10-29,224,N,VIIRS,n,2.0NRT,277.87,6.86,N
52.1527,10.40147,326.29,0.58,0.52,2025-10-29,224,N,VIIRS,n,2.0NRT,280.03,6.35,N
52.15395,10.40288,346.94,0.58,0.52,2025-10-29,224,N,VIIRS,n,2.0NRT,280.44,6.86,N
52.15715,10.40486,350.84,0.58,0.52,2025-10-29,224,N,VIIRS,n,2.0NRT,281.54,9.2,N
52.15839,10.4063,333.73,0.58,0.52,2025-10-29,224,N,VIIRS,n,2.0NRT,279.57,3.87,N
52.15931,10.41618,295.27,0.58,0.52,2025-10-29,224,N,VIIRS,n,2.0NRT,278.96,2.25,N
52.16058,10.41766,299.92,0.59,0.52,2025-10-29,224,N,VIIRS,n,2.0NRT,279.14,3.87,N
52.16159,10.40826,305.49,0.58,0.52,2025-10-29,224,N,VIIRS,n,2.0NRT,278.09,9.2,N
52.1628,10.42896,295.46,0.59,0.53,2025-10-29,224,N,VIIRS,n,2.0NRT,277.47,0.85,N
52.16544,21.00208,296,0.7,0.75,2025-10-29,224,N,VIIRS,n,2.0NRT,274.69,1.74,N
52.16594,10.43084,295.51,0.59,0.52,2025-10-29,224,N,VIIRS,n,2.0NRT,278.42,2.02,N
52.17051,14.62316,327.52,0.42,0.61,2025-10-29,224,N,VIIRS,n,2.0NRT,278.7,2.81,N
52.1723,14.61111,308.81,0.42,0.61,2025-10-29,224,N,VIIRS,n,2.0NRT,278.77,0.98,N
52.17365,14.62685,326.17,0.42,0.61,2025-10-29,224,N,VIIRS,n,2.0NRT,278.19,1.86,N
52.17426,14.61195,295.59,0.42,0.61,2025-10-29,224,N,VIIRS,n,2.0NRT,279.19,0.56,N
52.31499,10.24738,297.89,0.57,0.52,2025-10-29,224,N,VIIRS,n,2.0NRT,277.79,0.98,N
52.48087,4.59142,295.26,0.53,0.42,2025-10-29,224,N,VIIRS,n,2.0NRT,272.13,1.08,N
52.48252,4.59072,311.45,0.53,0.42,2025-10-29,224,N,VIIRS,n,2.0NRT,272.39,2.41,N
52.48453,4.59364,310.07,0.53,0.42,2025-10-29,224,N,VIIRS,n,2.0NRT,272.09,1.8,N
53.13126,8.67836,301.99,0.47,0.48,2025-10-29,224,N,VIIRS,n,2.0NRT,276.1,0.97,N
53.13536,8.68128,306.65,0.47,0.48,2025-10-29,224,N,VIIRS,n,2.0NRT,277.41,0.97,N
53.14117,8.67769,302.27,0.47,0.48,2025-10-29,224,N,VIIRS,n,2.0NRT,276.39,1.03,N
53.52139,9.90435,304.52,0.51,0.49,2025-10-29,224,N,VIIRS,n,2.0NRT,276.2,0.76,N
56.00231,-3.6882,297.19,0.4,0.37,2025-10-29,224,N,VIIRS,n,2.0NRT,270.15,1.26,N
56.45276,2.2851,298.37,0.4,0.37,2025-10-29,224,N,VIIRS,n,2.0NRT,262.72,0.72,N
57.06093,9.97326,322.17,0.4,0.44,2025-10-29,224,N,VIIRS,n,2.0NRT,278.92,2.41,N
45.38091,11.94379,306.2,0.56,0.69,2025-10-29,226,N,VIIRS,n,2.0NRT,279.22,2.06,N
45.38148,11.95062,295.59,0.56,0.69,2025-10-29,226,N,VIIRS,n,2.0NRT,279.41,1.09,N
45.38373,11.94396,302.45,0.56,0.69,2025-10-29,226,N,VIIRS,n,2.0NRT,279.13,1.09,N
48.2734,14.3396,327.46,0.56,0.69,2025-10-29,226,N,VIIRS,n,2.0NRT,278.76,4.18,N
48.27583,14.33262,339.1,0.56,0.69,2025-10-29,226,N,VIIRS,n,2.0NRT,280.41,4.18,N
48.27909,14.34417,295.2,0.56,0.69,2025-10-29,226,N,VIIRS,n,2.0NRT,277.46,4.18,N
50.4721,3.99166,299.63,0.56,0.43,2025-10-29,226,N,VIIRS,n,2.0NRT,281.17,1.02,N
50.47343,3.99449,296.95,0.56,0.43,2025-10-29,226,N,VIIRS,n,2.0NRT,281.59,1.22,N
51.02735,2.26652,295.49,0.48,0.4,2025-10-29,226,N,VIIRS,n,2.0NRT,272.56,0.82,N
51.02813,2.28152,318.72,0.48,0.4,2025-10-29,226,N,VIIRS,n,2.0NRT,274.68,11.27,N
51.0295,2.27496,330.74,0.48,0.4,2025-10-29,226,N,VIIRS,n,2.0NRT,274.08,11.27,N
51.03165,2.28339,308.77,0.48,0.4,2025-10-29,226,N,VIIRS,n,2.0NRT,276.41,11.27,N
51.03303,2.27683,332.82,0.48,0.4,2025-10-29,226,N,VIIRS,n,2.0NRT,278.76,11.27,N
51.03518,2.28527,315.18,0.48,0.4,2025-10-29,226,N,VIIRS,n,2.0NRT,275.83,1.89,N
51.0444,2.29747,334.06,0.48,0.4,2025-10-29,226,N,VIIRS,n,2.0NRT,277.59,4.13,N
51.04732,2.32097,329.37,0.48,0.4,2025-10-29,226,N,VIIRS,n,2.0NRT,277.32,4.17,N
53.68324,-6.38855,302.9,0.44,0.38,2025-10-29,226,N,VIIRS,n,2.0NRT,278.93,0.99,N
36.35245,5.4489,299.95,0.51,0.66,2025-10-29,228,N,VIIRS,n,2.0NRT,275.97,0.61,N
36.74386,6.24908,296.82,0.54,0.68,2025-10-29,228,N,VIIRS,n,2.0NRT,285.55,0.89,N
36.74513,6.25715,297.6,0.55,0.68,2025-10-29,228,N,VIIRS,n,2.0NRT,283.7,1.59,N
36.74688,6.25118,312.74,0.54,0.68,2025-10-29,228,N,VIIRS,n,2.0NRT,286.53,1.59,N
36.74805,6.25783,298.23,0.54,0.68,2025-10-29,228,N,VIIRS,n,2.0NRT,283.94,1.48,N
36.74895,3.08164,298.54,0.37,0.58,2025-10-29,228,N,VIIRS,n,2.0NRT,275.77,0.81,N
36.74984,6.25185,308.34,0.54,0.68,2025-10-29,228,N,VIIRS,n,2.0NRT,285.26,2.3,N
36.76029,7.30473,297.66,0.61,0.71,2025-10-29,228,N,VIIRS,n,2.0NRT,284.43,0.97,N
36.76133,7.30625,302.35,0.61,0.71,2025-10-29,228,N,VIIRS,n,2.0NRT,285.09,1.08,N
36.86504,6.98688,299.06,0.59,0.7,2025-10-29,228,N,VIIRS,n,2.0NRT,286.47,0.93,N
36.86569,6.98642,297.04,0.59,0.7,2025-10-29,228,N,VIIRS,n,2.0NRT,286.22,0.7,N
36.86685,6.98087,300.92,0.59,0.7,2025-10-29,228,N,VIIRS,n,2.0NRT,286.77,1.69,N
36.86752,6.98044,299.83,0.59,0.7,2025-10-29,228,N,VIIRS,n,2.0NRT,286.76,0.7,N
36.88049,6.95885,296.15,0.59,0.7,2025-10-29,228,N,VIIRS,n,2.0NRT,285.95,0.74,N
36.88129,6.95848,296.27,0.59,0.7,2025-10-29,228,N,VIIRS,n,2.0NRT,285.8,0.52,N
